ADM3_EN,ADM3_SI,ADM3_TA,ADM3_PCODE,ADM2_EN,ADM2_SI,ADM2_TA,ADM2_PCODE,ADM1_EN,ADM1_SI,ADM1_TA,ADM1_PCODE,ADM0_EN,ADM0_SI,ADM0_TA,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area
Colombo,කොළඹ,கொழும்பு,LK1103,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.451225857106,0.00200775230671
Kolonnawa,කොලොන්නාව,கொலன்னாவை,LK1106,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.301852720452,0.00212152491265
Kaduwela,කඩුවෙල,கடுவெலை,LK1109,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.554385101779,0.00709674645542
Homagama,හෝමාගම,கோமகமை,LK1112,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.668982822207,0.00984266862108
Seethawaka,සීතාවක,சீதவாக்கை,LK1115,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.609048548673,0.0119440720369
Padukka,පාදුක්ක,பாதுக்கை,LK1118,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.636858220346,0.00868743178457
Maharagama,මහරගම,மகரகமை,LK1121,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.423468732091,0.00309217156093
Sri Jayawardanapura Kotte,ශ්‍රී ජයවර්ධනපුර ක,ஸ்ரீ ஜயவர்தனபுர,LK1124,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.244925307714,0.00133489405254
Thimbirigasyaya,තිඹිරිගස්යාය,திம்பிரிகஸ்யாய,LK1127,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.252460500591,0.0018269397342
Dehiwala,දෙහිවල,தெகிவளை,LK1130,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.139048332791,0.000692013557463
Ratmalana,රත්මලාන,இரத்மலானை,LK1131,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.147247554262,0.00105222517749
Moratuwa,මොරටුව,மொரட்டுவை,LK1133,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.276451040797,0.00157900877517
Kesbewa,කැස්බෑව,கெஸ்பவை,LK1136,Colombo,කොළඹ දිස්ත්‍රික්ක,கொழும்பு மாவட்டம்,LK11,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.453511170212,0.00502329151902
Negombo,මීගමුව,நீர்கொழும்பு,LK1203,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.574785134639,0.00238977586902
Katana,කටාන,கந்தானை,LK1206,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.78112895752,0.00882535121899
Divulapitiya,දිවුලපිටිය,திவுலபிட்டிய,LK1209,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.900317568782,0.016634540832
Mirigama,මීරිගම,மீரிகமை,LK1212,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.947233906124,0.0154586993908
Minuwangoda,මිනුවන්ගොඩ,மினுவாங்கொடை,LK1215,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.657203515385,0.0108156259037
Wattala,වත්තල,வத்தளை,LK1218,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.51825594589,0.00467889711675
Ja Ela,ජා-ඇල,யா-எலை,LK1221,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.470973549294,0.00511136182323
Gampaha,ගම්පහ,கம்பகா,LK1224,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.71879720204,0.00751514926538
Attanagalla,අත්තනගල්ල,அத்தனகல்லை,LK1227,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.887705483449,0.0126736313558
Dompe,දොම්පෙ,தொம்பே,LK1230,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.766085263163,0.0146632604322
Mahara,මහර,மகரை,LK1233,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.968998139333,0.00783602986362
Kelaniya,කැළණිය,களனி,LK1236,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.271277050478,0.00179527621203
Biyagama,බියගම,பியகமை,LK1239,Gampaha,ගම්පහ දිස්ත්‍රික්,கம்பஹா மாவட்டம்,LK12,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.419856610711,0.00499208378271
Panadura,පානදුර,பாணந்துறை,LK1303,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.449218504186,0.00371311701372
Bandaragama,බණ්ඩාරගම,பண்டாரகமை,LK1306,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.444159291125,0.00466810249286
Horana,හොරණ,கொரணை,LK1309,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.573429106859,0.00910853708839
Ingiriya,ඉංගිරිය,இங்கிரிய,LK1310,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.432048948242,0.00774554428005
Bulathsinhala,බුලත්සිංහල,புலத்சிங்கள,LK1312,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.737802779975,0.0172575302349
Madurawala,මදුරාවෙල,மதுராவெலை,LK1315,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.57252594737,0.00508593962884
Millaniya,මිල්ලනිය,மில்லனிய,LK1318,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.490823663911,0.00649458450432
Kalutara,කඵතර,களுத்துறை,LK1321,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.529755935441,0.00617911317284
Beruwala,බේරුවල,பேருவளை,LK1324,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.523403001069,0.00601003146335
Dodangoda,දොඩංගොඩ,தொடாங்கொடை,LK1327,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.811579596634,0.00898180411059
Matugama,මතුගම,மதுகமை,LK1330,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.754466866618,0.0113536403916
Agalawatta,අගලවත්ත,அகலவத்தை,LK1333,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.636071419705,0.00754097845917
Palindanuwara,පාලින්දනුවර,பாலிந்தநுவரை,LK1336,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.860801573698,0.0232275333294
Walallawita,වලල්ලාවිට,வலல்லாவிட்டை,LK1339,Kalutara,කඵතර දිස්ත්‍රික්ක,களுத்துறை மாவட்டம,LK13,Western,බස්නාහිර පළාත,மேல் மாகாணம் ,LK1,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.802865854233,0.0172996431405
Tumpane,තුම්පනේ,தும்பனை,LK2103,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.416454423643,0.00417069518874
Poojapitiya,පූජාපිටිය,பூஜாப்பிட்டிய,LK2106,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.493135260266,0.00479995114686
Akurana,අකුරණ,அக்குரணை,LK2109,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.311532821668,0.0024492941292
Pathadumbara,පාතදුම්බර,பாத்ததும்பறை,LK2112,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.44622007389,0.0040130969769
Panvila,පන්විල,பன்விலை,LK2115,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.470148539401,0.0075867664121
Ududumbara,උඩදුම්බර,உடதும்பறை,LK2118,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.862471450199,0.0227293394155
Minipe,මිනිපේ,மினிப்பே,LK2121,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.92534413699,0.0204171920246
Medadumbara,මැදදුම්බර,மெடதும்பறை,LK2124,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.60735424264,0.0154612371179
Kundasale,කුන්ඩසාලේ,குண்டசாலை,LK2127,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.53789127835,0.00664867699947
Gangawata Korale,ගඟවටකෝරලේ,கண்டி,LK2130,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.544467604072,0.00488076604545
Harispattuwa,හාරිස්පත්තුව,கரிஸ்பத்துவை,LK2133,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.400246306093,0.00405362252429
Hatharaliyadda,හතරලියද්ද,கத்தராலியட்டை,LK2134,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.449065372491,0.00524030502294
Yatinuwara,යටිනුවර,யட்டிநுவரை,LK2136,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.436900708841,0.00565919716059
Udunuwara,උඩුනුවර,உடுநுவரை,LK2139,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.37050311814,0.00563590463778
Doluwa,දොලුව,டொலுவை,LK2142,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.500791054663,0.00765620024898
Pathahewaheta,පාතහේවාහැට,பாத்ததேவாகிட்டை,LK2145,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.495361888756,0.00686429141948
Deltota,දෙල්තොට,தெல்தோட்டை,LK2148,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.431158543847,0.00405185687145
