ADM3_EN,ADM3_SI,ADM3_TA,ADM3_PCODE,ADM2_EN,ADM2_SI,ADM2_TA,ADM2_PCODE,ADM1_EN,ADM1_SI,ADM1_TA,ADM1_PCODE,ADM0_EN,ADM0_SI,ADM0_TA,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area
Udapalatha,උඩපළාත,உடபத்தளை,LK2151,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.823597221846,0.00770404815939
Ganga Ihala Korale,ගඟඉහළකෝරලේ,கங்கா இகலை,LK2154,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.584348843434,0.00787221285126
Pasbagekorale,පස්බාගේකෝරලේ,பஸ்பாகே கோரளை,LK2157,Kandy,මහනුවර දිස්ත්‍රික,கண்டி மாவட்டம்,LK21,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.59144905285,0.00994891775535
Galewela,ගලේවෙල,கலேவளை,LK2203,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.726287207011,0.0161441509927
Dambulla,දඹුල්ල,தம்புள்ளை,LK2206,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.09954774237,0.0371706592695
Naula,නාඋල,நாவுலை,LK2209,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.855183391194,0.0235949257933
Pallepola,පල්ලේපොල,பல்லேபொளை,LK2212,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.518330540652,0.00679358965256
Yatawatta,යටවත්ත,யட்டவத்தை,LK2215,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.479082992211,0.00552139818635
Matale,මාතලේ,மாத்தளை,LK2218,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.610197390326,0.00579758975428
Ambanganga,අඹන්ගඟ,அம்பன்கங்கை கோரளை,LK2221,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.394802547884,0.00453772218326
Laggala,ලග්ගල,லக்கலை-பல்லேகமை,LK2224,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.904373899009,0.0303093987415
Wilgamuwa,විල්ගමුව,வில்கமுவை,LK2227,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.747224320192,0.0238319233711
Rattota,රත්තොට,ரத்தோட்டை,LK2230,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.607165061633,0.00851292174585
Ukuwela,උකුවෙල,உக்குவெலை,LK2233,Matale,මාතලේ දිස්ත්‍රික්,மாத்தளை மாவட்டம்,LK22,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.678917633011,0.00650952357153
Kothmale East,කොත්මලේ,கொத்மலை,LK2303,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.646108549536,0.0114579879608
Hanguranketa,හගුරන්කේත,ஹங்குரன்கெத்தை,LK2306,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.746136390853,0.0108777444918
Nildandahinna,නිල්දණ්ඩාහින්න,நீல்தண்டாஹின்ன,LK2309,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.780714545383,0.0140159155817
Nuwara Eliya,නුවර එළිය,நுவரெலியா,LK2312,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.14600670586,0.0181698474111
Ambagamuwa Korale,අඹගමුව,அம்பகமுவை,LK2315,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.733580134297,0.0110947764367
Mathurata,මතුරට,மதுரட்ட,LK2318,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.71549035426,0.00759870364788
Kothmale West,කොත්මලේ බටහිර,கொத்மலே மேற்கு,LK2321,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.5528733487,0.00710319015888
Walapane,වලපනේ,வலபனே,LK2324,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.753292630993,0.0124121781868
Thalawakele,තලවාකැලේ,தலவாக்கலே,LK2327,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.952413221775,0.0213147364723
Norwood,නෝර්වුඩ්,நோர்வூட்,LK2330,Nuwara Eliya,නුවරඑළිය දිස්ත්‍ර,நுவரேலியா மாவட்டம,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.14393322792,0.0287340624184
Bentota,බෙන්තොට,பெந்தோட்டை,LK3103,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.562396280915,0.00580072511543
Balapitiya,බලපිටිය,பலப்பிட்டி,LK3106,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.427979284762,0.00443471823802
Karandeniya,කරන්දෙනිය,கரந்தெனிய,LK3109,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.537754981522,0.00723642638717
Elpitiya,ඇල්පිටිය,எல்பிட்டி,LK3112,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.650203280564,0.012310234267
Niyagama,නියාගම,நியாகமை,LK3115,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.609414306598,0.0085291560173
Thawalama,තවලම,தவலமை,LK3118,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.630181238148,0.0141946462976
Neluwa,නෙළුව,நெலுவை,LK3121,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.626458236634,0.0124644434269
Nagoda,නාගොඩ,நாகொடை,LK3124,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.697949139866,0.0141699180386
Baddegama,බද්දේගම,பத்தேகமை,LK3127,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.539093528567,0.00544752553936
Welivitiya-Divitura,වැලිවිටිය-දිවිතුර,வெலிவிட்டிய திவித,LK3130,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.497113726384,0.00461431413996
Ambalangoda,අම්බලන්ගොඩ,அம்பலாங்கொடை,LK3133,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.480471871408,0.00402138356755
Gonapinuwala,ගෝනපීනුවල,கோனபின்னுவலை,LK3134,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.282960362856,0.00207447876455
Hikkaduwa,හික්කඩුව,இக்கடுவை,LK3136,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.26422446532,0.00106547280777
Galle 4 Gravets,කඩවත්සතර,காலி,LK3139,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.350929067249,0.00182154401733
Bope-Poddala,බෝපෙ-පෝද්දල,போப்பே பொட்டலை,LK3142,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.289039311299,0.00233720346656
Akmeemana,අක්මීමණ,அக்மீமனை,LK3145,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.610661631884,0.00581568607309
Yakkalamulla,යක්කලමුල්ල,யக்கலமுல்லை,LK3148,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.570958255022,0.00887831134611
Imaduwa,ඉමදුව,இமதுவை,LK3151,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.453942929979,0.00476650750933
Habaraduwa,හබරාදුව,கபராதுவை,LK3154,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.57238029254,0.00398666259823
Wanduramba,වඳුරාඹ,வந்துரம்ப,LK3157,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.429214988646,0.00377291608937
Madampagama,මාදම්පාගම,மாதம்பாகம,LK3160,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.326437503887,0.00191071134788
Rathgama,රත්ගම,ரத்கம,LK3163,Galle,ගාල්ල දිස්ත්‍රික්,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.238089633957,0.00218469128071
Pitabaddara,පිටබැද්දර,பிட்டபத்தறை,LK3203,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.714820479798,0.0111934873013
Kotapola,කොටපොල,கொட்டப்பொலை,LK3206,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.710567694567,0.0146272562082
Pasgoda,පස්ගොඩ,பஸ்கொடை,LK3209,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.630083854416,0.0125855695375
Mulatiyana,මුලටියන,முலட்டியானை,LK3212,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.540225650917,0.00983659377089
Athuraliya,අතුරලිය,அத்துரலிய,LK3215,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.437249443961,0.00515103023579
Akuressa,අකුරැස්ස,அக்குரசை,LK3218,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.762081127324,0.0122594313216
Welipitiya,වැලිපිටිය,வெலிபிட்டிய,LK3221,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.578612610772,0.00566069153885
Malimbada,මාලිම්බඩ,மாலிம்படை,LK3224,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.425519472411,0.00350080715329
Kaburupitiya,කඹුරුපිටිය,கம்புறுபிட்டிய,LK3227,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.469959139712,0.00472854361049
Hakmana,හක්මන,கக்மனை,LK3230,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.356640905252,0.0040450087876
Kirinda Puhulwella,කිරින්ද පුහුල්වැල,கிரிந்தை புகுவெல்,LK3233,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.419688557325,0.00342301042033
Thihagoda,තිහගොඩ,திக்கொடை,LK3236,Matara,මාතර දිස්ත්‍රික්ක,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.48755073351,0.00431329259293
